mois,site,equipe,metier,effectif_reel,effectif_planifie,ecart_effectif,taux_attrition,departs_volontaires,recrutements_ouverts,tension_recrutement,competences_critiques_disponibles,competences_critiques_requises,couverture_competences_critiques,indicateur_risque_collectif,engagement_score_avg,training_hours_avg,absenteeism_rate,time_to_fill_days,offer_acceptance_rate,role_critique,skills_under_covered,critical_skill_names
2023-01-01,Berlin,111,Finance,169,88,81,0.023668639053254437,4,588,0.5412983244252456,60.0,50.0,1.0,0.12487172408871293,100.0,10.0,0.1902293497537494,149.42105263157896,0.7854777736600961,1,0.0,"Cloud, Cyber, Finance"
2023-01-01,Berlin,123,Finance,68,17,51,0.3235294117647059,22,588,0.5412983244252456,19.0,28.0,0.6785714285714286,0.28876810811497905,30.0,61.0,0.0047066797246499,149.42105263157896,0.7854777736600961,1,1.0,Ai
2023-01-01,Berlin,129,Finance,106,169,-63,0.4811320754716981,51,588,0.5412983244252456,21.0,27.0,0.7777777777777778,0.4096278871320812,39.0,72.0,0.0,149.42105263157896,0.7854777736600961,1,1.0,Data
2023-01-01,Berlin,139,Finance,149,33,116,0.348993288590604,52,588,0.5412983244252456,0.0,0.0,1.0,0.24250762387389835,75.0,68.0,0.34099944823336,149.42105263157896,0.7854777736600961,1,0.0,Non renseigne
2023-01-01,Berlin,165,Finance,112,45,67,0.29464285714285715,33,588,0.5412983244252456,26.0,17.0,1.0,0.2423590157417448,23.0,44.0,0.1441298742767699,149.42105263157896,0.7854777736600961,1,0.0,Cloud
2023-01-01,Berlin,176,Finance,28,146,-118,1.0,28,588,0.5412983244252456,4.0,5.0,0.8,0.6527045737966849,86.0,73.0,0.1078022878217556,149.42105263157896,0.7854777736600961,1,1.0,Cloud
2023-01-01,Berlin,195,Finance,90,193,-103,0.5333333333333333,48,588,0.5412983244252456,5.0,15.0,0.3333333333333333,0.5376793540042202,28.0,68.0,0.0,149.42105263157896,0.7854777736600961,1,1.0,Cyber
2023-01-01,Berlin,213,Finance,21,20,1,0.47619047619047616,10,588,0.5412983244252456,29.0,26.0,1.0,0.2978839215817902,40.0,0.0,0.3353422767919655,149.42105263157896,0.7854777736600961,1,1.0,"Cyber, Finance"
2023-01-01,Berlin,223,Finance,159,167,-8,0.05660377358490566,9,588,0.5412983244252456,27.0,24.0,1.0,0.16521684486471244,44.0,65.0,0.0,149.42105263157896,0.7854777736600961,1,1.0,"Ai, Data"
2023-01-01,Berlin,232,Finance,89,24,65,0.5056179775280899,45,588,0.5412983244252456,32.0,36.0,0.8888888888888888,0.2766117248101428,100.0,62.0,0.0,149.42105263157896,0.7854777736600961,1,1.0,Ai
2023-01-01,Berlin,238,Finance,10,179,-169,1.0,10,588,0.5412983244252456,0.0,0.0,1.0,0.6678797318794513,87.0,30.0,0.3417309488265925,149.42105263157896,0.7854777736600961,1,0.0,Non renseigne
2023-01-01,Berlin,239,Finance,42,111,-69,0.023809523809523808,1,588,0.5412983244252456,28.0,17.0,1.0,0.3326251657539266,2.0,37.0,0.2563447664122985,149.42105263157896,0.7854777736600961,1,1.0,"Ai, Cloud"
2023-01-01,Berlin,244,Finance,196,45,151,0.21428571428571427,42,588,0.5412983244252456,20.0,4.0,1.0,0.18861319050193606,85.0,78.0,0.1713562266234532,149.42105263157896,0.7854777736600961,1,0.0,Cloud
2023-01-01,Berlin,261,Finance,0,46,-46,0.0,0,588,0.5412983244252456,30.0,43.0,0.6976744186046512,0.4238400983238223,63.0,30.0,0.034631924589417,149.42105263157896,0.7854777736600961,1,1.0,"Cyber, Finance"
2023-01-01,Berlin,279,Finance,90,77,13,0.28888888888888886,26,588,0.5412983244252456,25.0,16.0,1.0,0.1949263315517158,100.0,49.0,0.0,149.42105263157896,0.7854777736600961,1,0.0,Ai
2023-01-01,Berlin,109,Hr,54,52,2,0.05555555555555555,3,265,0.5502757546912903,0.0,0.0,1.0,0.16872181760492475,16.0,0.0,0.0,123.6,0.6878028729124304,0,0.0,Non renseigne
2023-01-01,Berlin,132,Hr,26,150,-124,0.7692307692307693,20,265,0.5502757546912903,0.0,0.0,0.0221410438590726,0.6941698917952946,100.0,61.0,0.0,123.6,0.6878028729124304,0,0.0,Non renseigne
2023-01-01,Berlin,171,Hr,72,72,0,0.7916666666666666,57,265,0.5502757546912903,0.0,0.0,0.282720265814583,0.5026471110660706,5.0,39.0,0.0,123.6,0.6878028729124304,0,0.0,Non renseigne
2023-01-01,Berlin,214,Hr,41,126,-85,0.04878048780487805,2,265,0.5502757546912903,40.0,30.0,1.0,0.29437941660112554,100.0,14.0,0.0207865134122079,123.6,0.6878028729124304,0,1.0,"Cloud, Finance"
2023-01-01,Berlin,232,Hr,78,78,0,0.1282051282051282,10,265,0.5502757546912903,32.0,36.0,0.8888888888888888,0.2021833560664632,26.0,39.0,0.0,123.6,0.6878028729124304,0,1.0,Ai
2023-01-01,Berlin,256,Hr,24,39,-15,1.0,24,265,0.5502757546912903,124.0,78.0,1.0,0.5262089970921042,60.0,23.0,0.0,123.6,0.6878028729124304,0,0.0,"Cloud, Finance"
2023-01-01,Berlin,266,Hr,74,42,32,0.08108108108108109,6,265,0.5502757546912903,23.0,8.0,1.0,0.18949140037826928,0.0,7.0,0.1022385023137374,123.6,0.6878028729124304,0,0.0,Cloud
2023-01-01,Berlin,278,Hr,123,32,91,0.016260162601626018,2,265,0.5502757546912903,87.0,51.0,1.0,0.12407782516334452,82.0,32.0,0.0028925088919725,123.6,0.6878028729124304,0,0.0,"Ai, Cloud, Data, Finance"
2023-01-01,Berlin,295,Hr,199,100,99,0.2663316582914573,53,265,0.5502757546912903,0.0,0.0,0.4959647183047108,0.26555994067998867,100.0,14.0,0.0,123.6,0.6878028729124304,0,0.0,Non renseigne
2023-01-01,Berlin,113,It,17,145,-128,1.0,17,528,0.5343690618571446,27.0,53.0,0.5094339622641509,0.7385312219652204,58.0,22.0,0.3276569752200043,129.16,0.7507558281271962,1,2.0,"Cyber, Data"
2023-01-01,Berlin,115,It,52,144,-92,0.9807692307692307,51,528,0.5343690618571446,28.0,14.0,1.0,0.5833268038244203,55.0,68.0,0.0,129.16,0.7507558281271962,1,0.0,Finance
2023-01-01,Berlin,122,It,142,29,113,0.007042253521126761,1,528,0.5343690618571446,20.0,26.0,0.7692307692307693,0.19473707916247285,5.0,29.0,0.0727041223864261,129.16,0.7507558281271962,1,1.0,"Ai, Cyber"
2023-01-01,Berlin,143,It,9,97,-88,1.0,9,528,0.5343690618571446,0.0,0.0,1.0,0.6336779360827691,100.0,69.0,0.0,129.16,0.7507558281271962,1,0.0,Non renseigne
2023-01-01,Berlin,159,It,172,97,75,0.13372093023255813,23,528,0.5343690618571446,26.0,19.0,1.0,0.15399009144119638,86.0,0.0,0.0,129.16,0.7507558281271962,1,0.0,Data
2023-01-01,Berlin,186,It,155,70,85,0.32903225806451614,51,528,0.5343690618571446,3.0,13.0,0.23076923076923078,0.33760641800392893,100.0,62.0,0.3327662565705955,129.16,0.7507558281271962,1,1.0,Ai
2023-01-01,Berlin,210,It,121,177,-56,0.36363636363636365,44,528,0.5343690618571446,14.0,19.0,0.7368421052631579,0.36827667008801773,41.0,69.0,0.0848443843482649,129.16,0.7507558281271962,1,1.0,Cloud
2023-01-01,Berlin,216,It,120,8,112,0.008333333333333333,1,528,0.5343690618571446,24.0,34.0,0.7058823529411765,0.17059799819660518,94.0,45.0,0.2821307753270549,129.16,0.7507558281271962,1,2.0,"Cyber, Data"
2023-01-01,Berlin,219,It,33,15,18,0.24242424242424243,8,528,0.5343690618571446,30.0,34.0,0.8823529411764706,0.2509564877005656,17.0,0.0,0.2441668755666914,129.16,0.7507558281271962,1,2.0,"Ai, Finance"
2023-01-01,Berlin,251,It,74,158,-84,0.47297297297297297,35,528,0.5343690618571446,9.0,0.0,1.0,0.3838428654534567,100.0,11.0,0.0433153757014519,129.16,0.7507558281271962,1,0.0,Cyber
2023-01-01,Berlin,263,It,139,175,-36,0.1079136690647482,15,528,0.5343690618571446,0.0,0.0,1.0,0.20367648451942483,74.0,2.0,0.0,129.16,0.7507558281271962,1,0.0,Non renseigne
2023-01-01,Berlin,122,Operations,194,22,172,0.28865979381443296,56,251,0.6154358552580775,20.0,26.0,0.7692307692307693,0.26530049381133003,58.0,0.0,0.0,164.5,0.6043773657326168,1,1.0,"Ai, Cyber"
2023-01-01,Berlin,126,Operations,159,93,66,0.22012578616352202,35,251,0.6154358552580775,2.0,12.0,0.16666666666666666,0.3176371890293874,100.0,58.0,0.0702456425743061,164.5,0.6043773657326168,1,1.0,Ai
2023-01-01,Berlin,130,Operations,83,178,-95,0.5060240963855421,42,251,0.6154358552580775,13.0,19.0,0.6842105263157895,0.47193440129501624,100.0,55.0,0.3248922796594345,164.5,0.6043773657326168,1,1.0,Data
2023-01-01,Berlin,140,Operations,135,20,115,0.14074074074074075,19,251,0.6154358552580775,12.0,25.0,0.48,0.24330939327383772,100.0,32.0,0.0,164.5,0.6043773657326168,1,1.0,Cloud
2023-01-01,Berlin,183,Operations,96,145,-49,0.5416666666666666,52,251,0.6154358552580775,0.0,0.0,0.5231361100401661,0.48740322006558257,20.0,5.0,0.1160741379860478,164.5,0.6043773657326168,1,0.0,Non renseigne
2023-01-01,Berlin,188,Operations,117,176,-59,0.06837606837606838,8,251,0.6154358552580775,23.0,3.0,1.0,0.2401411407792741,100.0,0.0,0.2546866206603974,164.5,0.6043773657326168,1,0.0,Ai
2023-01-01,Berlin,200,Operations,190,34,156,0.18421052631578946,35,251,0.6154358552580775,35.0,4.0,1.0,0.2088537125497297,63.0,0.0,0.2400676720675469,164.5,0.6043773657326168,1,0.0,"Ai, Finance"
2023-01-01,Berlin,209,Operations,71,125,-54,0.3380281690140845,24,251,0.6154358552580775,12.0,22.0,0.5454545454545454,0.41217743993765904,77.0,64.0,0.0,164.5,0.6043773657326168,1,1.0,"Ai, Data"
2023-01-01,Berlin,220,Operations,81,16,65,0.4444444444444444,36,251,0.6154358552580775,0.0,0.0,1.0,0.2566687123472896,100.0,67.0,0.0049641592468152,164.5,0.6043773657326168,1,0.0,Non renseigne
2023-01-01,Berlin,258,Operations,105,133,-28,0.23809523809523808,25,251,0.6154358552580775,3.0,27.0,0.1111111111111111,0.4012477450801712,59.0,62.0,0.0053418063856507,164.5,0.6043773657326168,1,1.0,Finance
2023-01-01,Lyon,101,Finance,191,62,129,0.5340314136125655,102,749,0.568863270940295,59.0,34.0,1.0,0.30326436804783113,57.0,46.5,0.15564579552005,133.74074074074073,0.6598231755099114,1,2.0,"Data, Finance"
2023-01-01,Lyon,106,Finance,92,28,64,0.13043478260869565,12,749,0.568863270940295,4.0,11.0,0.36363636363636365,0.2610333733836411,100.0,37.0,0.2535147791685587,133.74074074074073,0.6598231755099114,1,1.0,Cyber
2023-01-01,Lyon,125,Finance,123,64,59,0.4065040650406504,50,749,0.568863270940295,64.0,30.0,1.0,0.2789119488384182,42.0,64.0,0.283761502763281,133.74074074074073,0.6598231755099114,1,1.0,"Cloud, Cyber"
2023-01-01,Lyon,141,Finance,103,193,-90,0.20388349514563106,21,749,0.568863270940295,0.0,0.0,0.6500865447919575,0.34400503189378373,100.0,59.0,0.0,133.74074074074073,0.6598231755099114,1,0.0,Non renseigne
2023-01-01,Lyon,147,Finance,8,42,-34,1.0,8,749,0.568863270940295,15.0,6.0,1.0,0.6161536065690114,100.0,29.0,0.0,133.74074074074073,0.6598231755099114,1,0.0,Ai
2023-01-01,Lyon,162,Finance,107,156,-49,0.09345794392523364,10,749,0.568863270940295,29.0,28.0,1.0,0.23778323945352448,100.0,63.0,0.3489512212450876,133.74074074074073,0.6598231755099114,1,0.0,Finance
2023-01-01,Lyon,183,Finance,60,4,56,0.4166666666666667,25,749,0.568863270940295,0.0,0.0,0.8321624661927757,0.27536473870957223,100.0,13.0,0.2283290890085922,133.74074074074073,0.6598231755099114,1,0.0,Non renseigne
2023-01-01,Lyon,185,Finance,106,145,-39,0.02830188679245283,3,749,0.568863270940295,56.0,48.0,1.0,0.18950459953613968,100.0,50.0,0.0,133.74074074074073,0.6598231755099114,1,1.0,"Ai, Cyber, Finance"
2023-01-01,Lyon,209,Finance,58,167,-109,0.5517241379310345,32,749,0.568863270940295,12.0,22.0,0.5454545454545454,0.5116453664437983,98.0,64.0,0.0,133.74074074074073,0.6598231755099114,1,1.0,"Ai, Data"
